META_ID,META_TITLE,SUB_TITLE,ENGL_TITLE,OPEN_DY,DMST_SPCT_CNT,SRIS_NM,BTV_OPEN_DT,META_MANUF_CTRY_CD,META_MANUF_CTRY_NM,GNR_ID,META_GNR_NM,WAT_LVL_CD,WAT_LVL_NM,MANUFCO_NM,DSTBTCO_NM,SSTRY_CIN_YN,KIDS_YN
MM1000220337,벤 이즈 백,,Ben is Back,20190509,866,벤 이즈 백,20190527090000,002,미국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,(주)팝엔터테인먼트 ,N,
MM1000257929,벤트: 마약의 도시,,Bent,20190712,,벤트: 마약의 도시[캐치온],20191010090000,002|019,미국|스페인,MG0000000002|MG0000000005,액션|범죄,15,15세 관람가,AMBI Group,노바엔터테인먼트 ,N,
MM1000309042,변신,,Metamorphosis,20190821,1371335,변신(2019),20190917090000,001,대한민국,MG0000000003|MG0000000004,스릴러|공포(호러),15,15세 관람가,(주)다나크리에이티브,(주)에이스메이커무비웍스,N,
MM1000258235,별의 정원,,Astro Gardener,20190704,1199,별의 정원,20190711090000,001,대한민국,MG0000000142|MG0000000143|MG0000000395,판타지|어드벤처|가족,0,전체 관람가,(주)아슈비아만화영화푸로덕션,예지림엔터테인먼트,N,
MM1000251110,보희와 녹양,,A Boy and Sungreen,20190529,1317,보희와 녹양,20190703090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,한국영화아카데미(KAFA FILMS) ,KT&G 상상마당 ,N,
MM1000200852,봄은 온다,,Life goes on,20190314,529,봄은 온다,20190502090000,003,일본,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,CGV아트하우스,N,
MM1000299744,봉오동 전투,,The Battle: Roar to Victory,20190807,8037,봉오동 전투,20190904090000,001,대한민국,MG0000000001|MG0000000002|MG0000000016,드라마|액션|사극,15,15세 관람가,"(주)빅스톤픽쳐스 , (주) 더블유픽처스 ",(주)쇼박스 ,N,
MM1000321379,북간도의 십자가,,,20191017,,북간도의 십자가,20191024090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,CBS ,CBS ,N,
MM1000255498,북클럽,,Book Club,20190620,15333,북클럽,20190709090000,002,미국,MG0000000001|MG0000000010,드라마|코미디,15,15세 관람가,,(주)영화사 진진,N,
MM1000331098,분노는 말이 없다,,Wrath of Silence,20191128,,분노는 말이 없다,20191128090000,004,중국,MG0000000002|MG0000000005,액션|범죄,15,15세 관람가,,,N,
MM1000308472,분노의 질주: 홉스&쇼,,Fast & Furious Presents: Hobbs & Shaw,20190814,3337429,분노의 질주: 홉스&쇼,20190918000000,002,미국,MG0000000001|MG0000000002,드라마|액션,12,12세 관람가,,유니버설 픽쳐스 ,N,
MM1000322115,불빛 아래서,,Life is a Dream We'll Wake Up & Scream,20190829,827,불빛 아래서,20191024090000,001,대한민국,MG0000000001,드라마,12,12세 관람가,창작집단 '너와',모두를 위한 극장 공정영화협동조합,N,
MM1000316522,뷰티풀 보이,,Beautiful Boy,20190919,526,뷰티풀 보이,20191002090000,002,미국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,(주)이수C&E,N,
MM1000221204,뷰티풀 보이스,,Beautiful Voice,20190522,113,뷰티풀 보이스,20190529090000,001,대한민국,MG0000000001|MG0000000010,드라마|코미디,0,전체 관람가,(주)그래그거 ,"(주)스톰픽쳐스코리아 , 와이드 릴리즈(주) ",N,
MM1000205076,뷰티플 마인드,,Listen to Your Heart. The Beautiful Mind,20190418,,뷰티플 마인드,20190508090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,(주)엠엔에프씨,롯데컬처웍스(주)롯데엔터테인먼트,N,
MM1000181756,브라더 오브 더 이어,,Brother of the Year,20190307,4161,브라더 오브 더 이어[캐치온],20190923090000,025,태국,MG0000000001|MG0000000010|MG0000000011,드라마|코미디|멜로/로맨스,12,12세 관람가,,(주)영화사 오원 ,N,
MM1000351758,블라인드 멜로디,,Shoot the Piano Player,20190828,,블라인드 멜로디[캐치온],20200313000000,010,인도,MG0000000001|MG0000000003,드라마|스릴러,15,15세 관람가,,찬란 ,N,
MM1000237953,블랙 47,,Black 47,20190613,,블랙 47,20190618090000,021,아일랜드,MG0000000001|MG0000000009,드라마|전쟁,15,15세 관람가,,(주)라이크 콘텐츠,N,
MM1000335054,블랙 머니,,BLACK MONEY,20191113,2178626,블랙 머니,20191218000000,001,대한민국,MG0000000001|MG0000000005,드라마|범죄,12,12세 관람가,"질라라비 , 아우라픽처스 ",에이스메이커무비웍스 ,N,
MM1000150275,블레이드 소울,,Deliler,20190228,,블레이드 소울,20190228090000,111,터키,MG0000000002|MG0000000009,액션|전쟁,15,15세 관람가,,BX픽쳐스 ,N,
MM1000336348,블루 마이 마인드,,Blue My Mind,20191219,,블루 마이 마인드,20191219090000,018,스위스,MG0000000001|MG0000000011,드라마|멜로/로맨스,19,19세 관람가,,(주)아이아스플러스 ,N,
MM1000287856,블루스 인 인디아,,Blues In India,20190821,,블루스 인 인디아,20190822090000,002,미국,MG0000000010|MG0000000011|MG0000000018,코미디|멜로/로맨스|뮤지컬,0,전체 관람가,,(주)티앤엘엔터테인먼트,N,
MM1000314528,비뚤어진 집,,Crooked House,20190919,,비뚤어진 집,20190926090000,008,영국,MG0000000001|MG0000000005|MG0000000012,드라마|범죄|미스터리,15,15세 관람가,,(주)팝엔터테인먼트 ,N,
MM1000245907,비블리아 고서당 사건수첩,,The Antique: Secret of The Old Books,20190620,,비블리아 고서당 사건수첩,20190625090000,003,일본,MG0000000001|MG0000000012,드라마|미스터리,12,12세 관람가,,(주)영화사오원,N,
MM1000259938,비스트,,The Beast,20190626,177340,비스트(2019),20190716090000,001,대한민국,MG0000000003|MG0000000005,스릴러|범죄,15,15세 관람가,(주)스튜디오앤뉴 ,(주)NEW ,N,
MM1000218622,비질란테,,A Vigilante,20190523,,비질란테,20190523090000,002,미국,MG0000000001|MG0000000003,드라마|스릴러,15,15세 관람가,,,N,
MM1000326318,빅 2: 황금열쇠 대소동,,Norm of the North: Keys to the Kingdom,20191030,1565,빅 2 : 황금열쇠 대소동,20191111090000,010,인도,MG0000000143|MG0000000148|MG0000000395,어드벤처|코미디|가족,0,전체 관람가,(주)누리픽쳐스,(주)영화사 그램,N,
MM1000322865,빅 위시,,SALMAS BIG WISH,20191030,,빅 위시,20191105090000,016,멕시코,MG0000000142|MG0000000143|MG0000000395,판타지|어드벤처|가족,0,전체 관람가,,(주)박수엔터테인먼트,N,
MM1000239043,빅샤크2 : 해저2만리,,Happy Little Submarine : 20000 Leagues under the Sea,20190606,1306,빅샤크2: 해저2만리[캐치온],20200106000000,004,중국,MG0000000008|MG0000000013,애니메이션|어드벤처,0,전체 관람가,,와이드 릴리즈(주) ,N,
MM1000325798,빅트립: 아기팬더 배달 대모험,,Big trip,20191023,36090,빅트립: 아기팬더 배달 대모험,20191107090000,002|015,미국|러시아,MG0000000143|MG0000000148|MG0000000395,어드벤처|코미디|가족,0,전체 관람가,,(주)트리플픽쳐스,N,
MM1000125732,빌리어네어 보이즈클럽,,Billionaire Boys Club,20190110,,빌리어네어 보이즈클럽,20190128090000,002,미국,MG0000000001|MG0000000005,드라마|범죄,15,15세 관람가,,씨네그루(주)키다리이엔티 ,N,
MM1000155884,빠삐용,,Papillon,20190227,,빠삐용(2017),20190308090000,002,미국,MG0000000001|MG0000000005,드라마|범죄,15,15세 관람가,,(주)드림팩트엔터테인먼트 ,N,
MM1000141621,뺑반,,Hit-and-Run Squad,20190130,390732,뺑반,20190220090000,001,대한민국,MG0000000002|MG0000000005,액션|범죄,15,15세 관람가,"(주)쇼박스 , 호두앤유픽쳐스(주) ",(주)쇼박스 ,N,
MM1000220228,뽀로로 극장판 보물섬 대모험,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,20190425,295379,뽀로로 극장판 보물섬 대모험,20190522090000,001,대한민국,MG0000000120|MG0000000121|MG0000000127|MG0000000128,키즈애니|키즈무비|가족|어드벤처,0,전체 관람가,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),N,
MM1000256327,쁘띠 아만다,,Amanda,20190627,2083,쁘띠 아만다,20190711090000,007,프랑스,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,알토미디어(주),N,
MM1000141526,사랑은 비가 갠 뒤처럼,,After the Rain,20190207,3454,사랑은 비가 갠 뒤 처럼,20190219090000,003,일본,MG0000000001|MG0000000011,드라마|멜로/로맨스,0,전체 관람가,,(주)디스테이션,N,
MM1000316917,사랑의 선물,,The Gift of Love,20190815,6143,사랑의 선물,20191002090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,(주)한마음프로덕션 ,(주)한마음프로덕션 ,N,
MM1000136895,사무라이-검신 주베에,,Jubei,20190110,1,사무라이-검신 주베에,20190214090000,003,일본,MG0000000001|MG0000000002,드라마|액션,15,15세 관람가,,,N,
MM1000167168,사바하,,SVAHA : THE SIXTH FINGER,20190220,1677395,사바하,20190327000000,001,대한민국,MG0000000003|MG0000000012,스릴러|미스터리,15,15세 관람가,(주)외유내강 ,CJ 엔터테인먼트 ,N,
MM1000244916,사범,,The Master,20190627,,사범,20190627090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,(주)26컴퍼니,"(주)26컴퍼니, 윤스",N,
MM1000325847,사선의 끝,,The Threshold of Death,20191030,30,사선의 끝,20191108090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,(주)엠씨엠씨,(주)엠씨엠씨,N,
MM1000299742,사이코패스,,Psychopaths,20190905,,사이코패스(2017),20190905090000,002,미국,MG0000000001|MG0000000004,드라마|공포(호러),19,19세 관람가,,제인앤유 ,N,
MM1000275237,사일런스,,The Silence,20190717,,사일런스(2019),20190806090000,002,미국,MG0000000003|MG0000000004,스릴러|공포(호러),15,15세 관람가,,(주)이수C&E,N,
MM1000291864,사자,,The Divine Fury,20190731,406115,사자,20190827090000,001,대한민국,MG0000000002|MG0000000004|MG0000000006|MG0000000012,액션|공포(호러)|판타지|미스터리,15,15세 관람가,(주)키이스트,롯데컬처웍스(주)롯데엔터테인먼트,N,
MM1000317495,사탄의 인형,,Child's Play,20190620,60340,사탄의 인형(2019),20191008090000,002,미국,MG0000000001|MG0000000004,드라마|공포(호러),19,19세 관람가,,(주)이수C&E,N,
MM1000336287,산타 앤 컴퍼니,,Christmas & Co,20191212,,산타 앤 컴퍼니,20191219090000,007,프랑스,MG0000000010|MG0000000014,코미디|가족,0,전체 관람가,,(주)디스테이션,N,
MM1000158330,살인마 잭의 집,,The house that Jack built,20190221,,살인마 잭의 집,20190312090000,007|013|017|036,프랑스|독일|스웨덴|덴마크,MG0000000001|MG0000000003|MG0000000004,드라마|스릴러|공포(호러),19,19세 관람가,,(주)엣나인필름,N,
MM1000334357,삼촌,,The Uncle,20191128,341,삼촌[캐치온],20200508000000,001,대한민국,MG0000000003|MG0000000012,스릴러|미스터리,19,19세 관람가,"영화사 진 , (주)엠씨엠씨 ",(주)드림팩트엔터테인먼트 ,N,
MM1000331282,삽질,,Rivercide: The Secret Six,20191114,261,삽질,20191128090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,12,12세 관람가,ohmynews,(주)엣나인필름,N,
MM1000271013,상간녀 살인사건,,An Affair to Die For,20190723,,상간녀 살인사건,20190725090000,019,스페인,MG0000000001|MG0000000003,드라마|스릴러,19,19세 관람가,,(주)엘케이픽쳐스,N,
MM1000337943,샐린저,,SALINGER,20191212,,샐린저,20191223090000,002,미국,MG0000000001|MG0000000017,드라마|다큐멘터리,15,15세 관람가,,판씨네마(주),N,
MM1000248467,생사결,,The Brink,20190701,,생사결[캐치온],20191202090000,004|006,중국|홍콩,MG0000000002|MG0000000003,액션|스릴러,19,19세 관람가,,,N,
MM1000205095,생일,,Birthday,20190403,10411,생일,20190508090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,0,전체 관람가,"나우필름 , (주)영화사레드피터 , 파인하우스 필름 ",(주)NEW ,N,
MM1000199599,샤잠!,,SHAZAM!,20190403,802,샤잠!,20190430170000,002,미국,MG0000000002|MG0000000006|MG0000000015,액션|판타지|SF,12,12세 관람가,,워너 브러더스 코리아(주) ,N,
MM1000229398,서스페리아,,Suspiria,20190516,1412,서스페리아,20190605090000,002|022,미국|이탈리아,MG0000000001|MG0000000004,드라마|공포(호러),19,19세 관람가,,씨나몬(주)홈초이스 ,N,
MM1000182030,선희와 슬기,,Second Life,20190327,1379,선희와 슬기,20190410090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,한국예술종합학교 ,(주)리틀빅픽처스 ,N,
MM1000245901,세상을 바꾼 변호인,,ON THE BASIS OF SEX,20190613,439,세상을 바꾼 변호인,20190627090000,002,미국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,CGV 아트하우스 ,N,
MM1000235662,소은이의 무릎,,Hoop It Up,20190530,384,소은이의 무릎,20190612090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,(주)에이치앤디엔터테인먼트 ,(주)영화사 그램,N,
MM1000317649,소피와 드래곤: 마법책의 비밀,,The Princess and The Dragon,20191002,312,소피와 드래곤: 마법책의 비밀,20191011090000,015,러시아,MG0000000142|MG0000000143|MG0000000395,판타지|어드벤처|가족,0,전체 관람가,Licensing Brands ,씨제이이앤엠(주),N,
MM1000336679,속물들,,The Snob,20191212,,속물들,20191220090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,영화사고래,(주)삼백상회,N,
MM1000243861,솔져스 메모리,,Legionario,20190627,,솔져스 메모리,20190627090000,019,스페인,MG0000000001|MG0000000003|MG0000000009,드라마|스릴러|전쟁,15,15세 관람가,,,N,
MM1000292699,수상한 교수,,The Professor,20190815,478,수상한 교수,20190827090000,002,미국,MG0000000001|MG0000000010,드라마|코미디,15,15세 관람가,,(주)제이앤씨미디어그룹,N,
MM1000278658,수영장으로 간 남자들,,Sink or Swim,20190718,233,수영장으로 간 남자들,20190808090000,007,프랑스,MG0000000001|MG0000000010,드라마|코미디,15,15세 관람가,,(주)엣나인필름 ,N,
MM1000339931,수퍼 디스코,,Super Disco,20191128,1120,수퍼 디스코,20200109090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,12,12세 관람가,명필름랩,(주)리틀빅픽쳐스,N,
MM1000164234,숲속왕국의 꿀벌 여왕,,Tall Tales,20190314,509,숲속왕국의 꿀벌 여왕,20190320090000,007,프랑스,MG0000000143|MG0000000148,어드벤처|코미디,0,전체 관람가,Bidibul Productions ,(주)팝엔터테인먼트,N,
MM1000316939,슈퍼 햄찌,,Supermarsu,20190926,,슈퍼 햄찌,20191002090000,028,핀란드,MG0000000006|MG0000000008|MG0000000014,판타지|애니메이션|가족,0,전체 관람가,,와이드 릴리즈(주),N,
MM1000154912,슈퍼미니 2,,Minuscule: Mandibles From Far Away,20190227,,슈퍼미니 2,20190306090000,007,프랑스,MG0000000143|MG0000000148|MG0000000395,어드벤처|코미디|가족,0,전체 관람가,Futurikon,(주)박수엔터테인먼트,N,
MM1000323799,스노우 화이트,,Pure As Snow,20191024,,스노우 화이트,20191031090000,007|040,프랑스|벨기에,MG0000000001|MG0000000014,드라마|가족,19,19세 관람가,,(주)팝엔터테인먼트,N,
MM1000190550,스마트폰을 떨어뜨렸을 뿐인데,,Stolen Identity,20190404,,스마트폰을 떨어뜨렸을 뿐인데,20190418090000,003,일본,MG0000000001|MG0000000003|MG0000000012,드라마|스릴러|미스터리,15,15세 관람가,,(주)얼리버드픽쳐스,N,
MM1000194528,스카이 라인: 더 비욘드,,BEYOND THE SKY,20190425,,스카이 라인: 더 비욘드,20190425090000,002,미국,MG0000000003|MG0000000012|MG0000000015,스릴러|미스터리|SF,15,15세 관람가,,제인앤유 ,N,
MM1000200340,스탈린이 죽었다!,,The Death of Stalin,20190418,,스탈린이 죽었다!,20190502090000,007|008|040,프랑스|영국|벨기에,MG0000000001|MG0000000010,드라마|코미디,15,15세 관람가,,M&M 인터내셔널,N,
MM1000253148,스트롱거,,STRONGER,20190627,164,스트롱거,20190705090000,002,미국,MG0000000001|MG0000000011,드라마|멜로/로맨스,15,15세 관람가,,(주)올스타엔터테인먼트,N,
MM1000302817,스파이더맨: 파 프롬 홈,,Spider-Man: Far From Home,20190702,8021070,스파이더맨: 파 프롬 홈,20190911000000,002,미국,MG0000000002|MG0000000010|MG0000000013|MG0000000015|MG0000000389,액션|코미디|어드벤처|SF|히어로,12,12세 관람가,,소니픽처스코리아 ,N,
MM1000319833,스페셜 솔져,,AMERICAN BULLET,20190926,,스페셜 솔져,20191017090000,002|022,미국|이탈리아,MG0000000002|MG0000000009,액션|전쟁,15,15세 관람가,,주식회사 풍경소리,N,
MM1000194207,스피닝 맨,,SPINNING MAN,20190425,,스피닝 맨,20190425090000,002|017,미국|스웨덴,MG0000000003|MG0000000005|MG0000000012,스릴러|범죄|미스터리,15,15세 관람가,,주식회사 풍경소리,N,
MM1000341718,시동,,START-UP,20191218,2526118,시동,20200116000000,001,대한민국,MG0000000001|MG0000000010|MG0000000014,드라마|코미디|가족,15,15세 관람가,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),N,
MM1000238030,시민 노무현,,Citizen Roh,20190523,12071,시민 노무현,20190618090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,12,12세 관람가,M&CF ,삼백상회 ,N,
MM1000332142,시빌,,Sibyl,20191121,,시빌,20191204090000,007,프랑스,MG0000000001|MG0000000014,드라마|가족,19,19세 관람가,,(주)영화특별시에스엠씨,N,
MM1000141651,시인 할매,,"The Poem, My Old Mother",20190205,3004,시인 할매,20190220090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,제이리미디어 ,"(주)스톰픽쳐스코리아 , 와이드 릴리즈(주) ",N,
MM1000325274,시크릿 슈퍼스타,,Secret Superstar,20191024,9454,시크릿 슈퍼스타,20191107090000,010,인도,MG0000000001|MG0000000010,드라마|코미디,12,12세 관람가,,(주)넥스트엔터테인먼트월드(NEW),N,
MM1000125693,신 배틀로얄:극악 소년원,,New Juvenile prison Battle Royale 1,20190110,,신 배틀로얄:극악 소년원,20190124090000,003,일본,MG0000000001|MG0000000002,드라마|액션,19,19세 관람가,,,N,
MM1000127682,신 배틀로얄:극악 소년원 2,,New Juvenile prison Battle Royale 2,20190110,,신 배틀로얄:극악 소년원 2,20190131090000,003,일본,MG0000000001|MG0000000002,드라마|액션,19,19세 관람가,,,N,
MM1000160436,신데렐라:마법 반지의 비밀,,Cinderella and The Secret Prince,20190220,206681,신데렐라:마법 반지의 비밀,20190312090000,002,미국,MG0000000142|MG0000000143|MG0000000146,판타지|어드벤처|순정,0,전체 관람가,Gold Valley Films,예지림엔터테인먼트,N,
MM1000328792,신문기자,,The Journalist,20191017,9673,신문기자,20191122140000,003,일본,MG0000000001|MG0000000003,드라마|스릴러,12,12세 관람가,,"(주)팝엔터테인먼트, 주식회사 더쿱",N,
MM1000143978,신밧드와 마법 양탄자,,Up and away,20190213,,신밧드와 마법 양탄자,20190219000000,036,덴마크,MG0000000143|MG0000000395,어드벤처|가족,0,전체 관람가,M&M Productions,(주)박수엔터테인먼트,N,
MM1000340383,신비아파트 극장판 : 하늘도깨비 대 요르문간드,,The Haunted House: The Sky Ghost VS Jormungandr,20191219,,신비아파트 극장판: 하늘도깨비 대 요르문간드,20200121090000,001,대한민국,MG0000000142|MG0000000144|MG0000000148,판타지|액션|코미디,0,전체 관람가,씨제이이앤엠(주),씨제이이앤엠(주),N,
MM1000333362,신의 한 수: 귀수편,,The Divine Move 2: The Wrathful,20191107,2143617,신의 한 수: 귀수편,20191210000000,001,대한민국,MG0000000002|MG0000000005,액션|범죄,15,15세 관람가,"메이스엔터테인먼트 , (주)아지트필름 ",씨제이이앤엠(주),N,
MM1000150211,실화: 숨겨진 비밀,,Based on a True Story,20190228,,실화: 숨겨진 비밀,20190228090000,007|037|040,프랑스|폴란드|벨기에,MG0000000001|MG0000000003|MG0000000012,드라마|스릴러|미스터리,15,15세 관람가,,(유)조이앤시네마,N,
MM1000170781,심장소리,,Pulse,20190328,,심장소리,20190328090000,011,호주,MG0000000001|MG0000000006|MG0000000015,드라마|판타지|SF,19,19세 관람가,,(유)영화사 화수분,N,
MM1000329488,심판,,In the Fade,20191114,307,심판(2017),20191121090000,007|013,프랑스|독일,MG0000000001|MG0000000005,드라마|범죄,15,15세 관람가,,"그린나래미디어(주), (주)다날엔터테인먼트",N,
MM1000182033,썬키스 패밀리,,Sunkist Family,20190327,26086,썬키스 패밀리,20190410090000,001,대한민국,MG0000000010|MG0000000011|MG0000000014,코미디|멜로/로맨스|가족,15,15세 관람가,(주)영화사두둥 ,메가박스중앙(주)플러스엠 ,N,
MM1000248263,쓰리 세컨즈,,Three Seconds,20190620,,쓰리 세컨즈,20190628090000,015,러시아,MG0000000001|MG0000000013,드라마|어드벤처,12,12세 관람가,,삼백상회 ,N,
MM1000337203,아내를 죽였다,,Killed My Wife,20191211,,아내를 죽였다[캐치온],20200217000000,001,대한민국,MG0000000002|MG0000000003,액션|스릴러,15,15세 관람가,단테미디어랩 ,kth ,N,
MM1000238220,아녜스가 말하는 바르다,,Varda by Agnes,20190530,1102,아녜스가 말하는 바르다,20190620090000,007,프랑스,MG0000000001|MG0000000017,드라마|다큐멘터리,12,12세 관람가,,알토미디어(주),N,
MM1000199616,아메리카 뮤직&와일드,,America's Musical Journey & America Wild,20190424,,아메리카 뮤직&와일드,20190507090000,002,미국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,BoXoo 엔터테인먼트 ,N,
MM1000314153,아빠는 딸,,Daddy Issues,20190905,,아빠는 딸(2018),20190926090000,071,베트남,MG0000000001|MG0000000010,드라마|코미디,12,12세 관람가,,,N,
MM1000332163,아빠는 예쁘다,,Dad Is Pretty,20191121,,아빠는 예쁘다,20191203090000,001,대한민국,MG0000000010|MG0000000014,코미디|가족,15,15세 관람가,"(주)유비콘텐츠, 영화사공감",(주)영화사오원,N,
MM1000176357,아사코,,Asako I & II,20190314,,아사코,20190404090000,003,일본,MG0000000001|MG0000000011,드라마|멜로/로맨스,12,12세 관람가,,(주)이수C&E,N,
MM1000335736,아스테릭스: 마법 물약의 비밀,,Asterix: The Secret of the Magic Potion,20191212,,아스테릭스: 마법 물약의 비밀,20191217090000,007,프랑스,MG0000000142|MG0000000148|MG0000000395,판타지|코미디|가족,0,전체 관람가,,(주)박수엔터테인먼트,N,
MM1000126283,아스트로: 우주전쟁,,Astro,20190111,,아스트로: 우주전쟁,20190124090000,002,미국,MG0000000001|MG0000000002|MG0000000015,드라마|액션|SF,15,15세 관람가,,,N,
MM1000319227,아워 바디,,Our Body,20190926,4202,아워 바디,20191015090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,한국영화아카데미,(주)영화사 진진,N,
MM1000231356,아이 아이 가사: 다시 만난 그날,,Aiaigasa,20190530,168,아이 아이 가사: 다시 만난 그날,20190607090000,003,일본,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,(주)드림팩트엔터테인먼트,N,
MM1000194165,아이 엠 마더,,Peppermint,20190411,,아이 엠 마더,20190425090000,002,미국,MG0000000001|MG0000000002|MG0000000003,드라마|액션|스릴러,15,15세 관람가,,"(주)삼백상회, (주)팬엔터테인먼트",N,
MM1000124698,아이 킬 자이언츠,,I Kill Giants,20190124,,아이 킬 자이언츠,20190124090000,002|004|008|040,미국|중국|영국|벨기에,MG0000000001|MG0000000003|MG0000000006|MG0000000013,드라마|스릴러|판타지|어드벤처,12,12세 관람가,,(주)루믹스미디어 ,N,
MM1000140316,아이스,,ICE,20190207,10788,아이스(2018),20190214090000,015,러시아,MG0000000001|MG0000000011|MG0000000018,드라마|멜로/로맨스|뮤지컬,0,전체 관람가,,(주)마노엔터테인먼트,N,
MM1000115704,아이스브레이커,,Icebreaker,20190104,,아이스브레이커,20190110090000,015,러시아,MG0000000001|MG0000000002,드라마|액션,12,12세 관람가,,,N,
MM1000334370,아직 사랑하고 있습니까?,,HOW TO LIVE IN THIS WORLD,20191204,,아직 사랑하고 있습니까?,20191210090000,001,대한민국,MG0000000001|MG0000000010,드라마|코미디,19,19세 관람가,(주)스튜디오후크,(주)디스테이션,N,
MM1000181337,아틱,,ARCTIC,20190327,6563,아틱,20190411090000,084,아이슬란드,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,삼백상회 ,N,
MM1000305019,아픈 만큼 사랑한다,,LOVE AS MUCH AS PAIN,20190403,16061,아픈 만큼 사랑한다,20190906090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,"KBS 미디어, (주)드림팩트엔터테인먼트",(주)드림팩트엔터테인먼트,N,
MM1000237467,악인전,,"The Gangster, The Cop, The Devil",20190515,3168041,악인전,20190626000000,001,대한민국,MG0000000002|MG0000000005,액션|범죄,19,19세 관람가,(주)비에이엔터테인먼트 ,"(주)키위미디어그룹 , (주)에이스메이커무비웍스 ",N,
MM1000176290,악질경찰,,Jo Pil-ho: The Dawning Rage,20190320,,악질경찰(2019),20190404180000,001,대한민국,MG0000000001|MG0000000005,드라마|범죄,19,19세 관람가,"청년필름 , 다이스필름 ",워너브러더스 코리아(주),N,
MM1000308558,안나,,ANNA,20190828,57259,안나,20190916090000,002,미국,MG0000000002|MG0000000003,액션|스릴러,15,15세 관람가,,판씨네마(주),N,
MM1000314049,안녕 베일리,,A Dog's journey,20190905,1662,안녕 베일리,20190924090000,002,미국,MG0000000001|MG0000000014,드라마|가족,0,전체 관람가,엠블린 엔터테인먼트 ,CGV아트하우스,N,
MM1000316885,"안녕, 티라노: 영원히, 함께",,"My TYRANO: Together, Forever",20190814,198591,"안녕, 티라노 : 영원히, 함께",20191019090000,001,대한민국,MG0000000143|MG0000000147|MG0000000395,어드벤처|드라마|가족,0,전체 관람가,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),N,
MM1000199787,안도 타다오,,Samurai Architect Tadao Ando,20190425,,안도 타다오,20190523090000,003,일본,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,영화사 진진 ,N,
MM1000314140,알라딘,,Aladdin,20190523,12535417,알라딘(2019),20190927090000,002,미국,MG0000000006|MG0000000011|MG0000000013|MG0000000014|MG0000000018,판타지|멜로/로맨스|어드벤처|가족|뮤지컬,0,전체 관람가,,월트 디즈니 컴퍼니 코리아 ,N,
MM1000287401,알랭 뒤카스: 위대한 여정,,The Quest of Alain Ducasse,20190801,606,알랭 뒤카스: 위대한 여정,20190820090000,007,프랑스,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,아웃사이드 필름 ,(주)미로스페이스,N,
MM1000255539,알리타: 배틀 엔젤,,Alita: Battle Angel,20190205,1951889,알리타: 배틀 엔젤,20190711090000,002|009|020,미국|캐나다|아르헨티나,MG0000000002|MG0000000003|MG0000000011|MG0000000013|MG0000000015,액션|스릴러|멜로/로맨스|어드벤처|SF,12,12세 관람가,,이십세기폭스코리아(주),N,
MM1000330411,알카트라즈: 죽음의 수용소,,Alcatraz,20191115,,알카트라즈: 죽음의 수용소,20191128090000,002,미국,MG0000000002|MG0000000005,액션|범죄,15,15세 관람가,,,N,
MM1000325026,암드,,Armed,20190426,60,암드[캐치온],20191105090000,002,미국,MG0000000002|MG0000000003,액션|스릴러,19,19세 관람가,,(주)제이에이와이이엔터테인먼트,N,
